Tree_ID,Longitude,Latitude,Height_m,NDRE_Absolute,NDRE_Relative,Classification,Height_Class,Health_Status,Health_Label,Action,Block_Name,Classification_Abs,Health_Status_Abs,Action_Abs,Was_Reclassified
242,109.22874802491523,-0.444245510461509,9.59,0.4500629901885986,0.6084,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
277,109.2279222825183,-0.4444331128066194,9.55,0.4260624051094055,0.4735,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
2706,109.22652781625564,-0.4448816673275352,9.46,0.4308892488479614,0.5006,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
107,109.22851173596705,-0.4430911596252773,9.44,0.4893336594104767,0.8301,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
386,109.22778797828497,-0.4448521987737029,9.38,0.4697380661964416,0.7194,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
329,109.2223379726017,-0.4446653678426135,9.38,0.4983352422714233,0.8811,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
318,109.22468996635882,-0.4446132617846552,9.35,0.4354987740516662,0.5265,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
1579,109.22257705573088,-0.4436370999384529,9.29,0.3977247178554535,0.3146,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
165,109.22258614992512,-0.4436554242028968,9.28,0.3611457943916321,0.1103,TM,TM_Dewasa,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
270,109.22229936833284,-0.4443951080705519,9.26,0.4818861782550812,0.788,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2669,109.2284112299348,-0.4448615105353469,9.2,0.4429823458194732,0.5686,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
1357,109.22320265007524,-0.4433532591378523,9.18,0.4023895263671875,0.3407,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
368,109.2280018045596,-0.4448133159800964,9.18,0.4237000346183777,0.4602,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
252,109.23124557994002,-0.4442964988081441,9.17,0.5383683443069458,1.0,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2097,109.231272876318,-0.4442942151194082,9.15,0.4214541316032409,0.4476,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
411,109.22308399391284,-0.4449220576755163,9.14,0.4883685410022735,0.8247,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
387,109.22843397752182,-0.4448569355040068,9.12,0.331512302160263,0.0,TM,TM_Dewasa,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
1260,109.230181300278,-0.4432129456198121,9.1,0.4364745020866394,0.532,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
69,109.22451071449328,-0.4427466560836892,9.09,0.4714249074459076,0.7289,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
180,109.22229496681167,-0.4437767374199389,9.08,0.5268203616142273,1.0,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
124,109.22335733887672,-0.443298330299379,9.08,0.5226297378540039,1.0,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
353,109.22286793792932,-0.4447754287349972,9.06,0.4009596109390259,0.3327,TM,TM_Dewasa,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
334,109.22335245711892,-0.4446908066157425,9.05,0.3737576305866241,0.1807,TM,TM_Dewasa,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
76,109.22958998677755,-0.4428097163530113,9.04,0.3826116323471069,0.2301,TM,TM_Dewasa,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
2618,109.22843398298492,-0.4448340328516649,9.04,0.3076767325401306,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
169,109.2228886652899,-0.4437058830604574,9.04,0.4756007790565491,0.7525,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
131,109.22322311639704,-0.4433761666722979,8.92,0.4303282797336578,0.4974,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
949,109.22955814113084,-0.4428119989613526,8.84,0.3223690986633301,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
371,109.23104755977576,-0.4448232128520384,8.83,0.4014040529727936,0.3352,TM,TM_Dewasa,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
2707,109.22780161907195,-0.4448819755121168,8.82,0.5000457763671875,0.8908,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2720,109.22638451075908,-0.4448930839563383,8.78,0.4325762689113617,0.51,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
1936,109.22881175164588,-0.4440920780321323,8.76,0.3668893873691559,0.1423,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
1159,109.22450608397824,-0.443087903779277,8.75,0.4245850741863251,0.4652,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
2718,109.22605923627768,-0.4448930052153775,8.75,0.4531643390655517,0.6259,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
262,109.2292597971607,-0.4443464056960669,8.73,0.4759351909160614,0.7544,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2734,109.22463757837129,-0.4449109829826174,8.72,0.4452431499958038,0.5813,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
247,109.22864338557908,-0.4442683878593805,8.71,0.449150413274765,0.6033,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
191,109.22417379762572,-0.4438779633052884,8.71,0.4643386304378509,0.6889,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2562,109.2238119082509,-0.4448031406733886,8.69,0.4339864253997803,0.518,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
416,109.223288702464,-0.4449610417207418,8.68,0.4124066829681396,0.3968,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
119,109.22321632741466,-0.4432295884638038,8.68,0.4469375312328338,0.5908,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
402,109.22607743235577,-0.4448975901454581,8.66,0.3982324600219726,0.3174,TM,TM_Dewasa,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
367,109.22732850860824,-0.4448131531536066,8.65,0.485520601272583,0.8085,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
67,109.22967645174369,-0.4426906432658552,8.65,0.4584119021892547,0.6555,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Normal,Moderate,Routine,False
1274,109.2231913025258,-0.4432456142301665,8.65,0.3808833062648773,0.2204,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
259,109.23111363973334,-0.4443399821060362,8.64,0.4480718672275543,0.5972,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
429,109.2303862681542,-0.4421617620130343,8.63,0.4110681414604187,0.3893,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
2575,109.23103164048,-0.4448094673978568,8.62,0.4244016110897064,0.4641,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
1813,109.22690336193884,-0.4439221378187528,8.62,0.341351181268692,0.0002,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
2745,109.22545644902796,-0.4449180521354844,8.61,0.480507493019104,0.7802,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2171,109.2311523017446,-0.4443697649213914,8.61,0.3962588310241699,0.3064,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
20,109.2242879154221,-0.4422587769287774,8.6,0.5454677939414978,1.0,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2536,109.22731941930805,-0.4447742164673994,8.6,0.3930209875106811,0.2883,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
413,109.22501743970696,-0.4449293971026489,8.6,0.381748229265213,0.2253,TM,TM_Dewasa,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
403,109.22274735228414,-0.4448990734427451,8.6,0.5397732257843018,1.0,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
184,109.22892555172096,-0.4438081125076309,8.59,0.4216361939907074,0.4486,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
846,109.22965370958684,-0.4426723156632594,8.58,0.4275369942188263,0.4817,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
401,109.22544735591792,-0.4448951473167106,8.56,0.4334113597869873,0.5147,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
2060,109.22864339212536,-0.444240904673385,8.56,0.4288946092128753,0.4894,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
2392,109.2246558477824,-0.4446086730020492,8.54,0.5335384607315063,1.0,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
1327,109.22336870826834,-0.4433143648596354,8.52,0.5065854787826538,0.9278,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
412,109.22375046383954,-0.444924509536881,8.51,0.498928964138031,0.8844,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
1711,109.2295146893648,-0.4437945129347026,8.5,0.3550163507461548,0.0762,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
336,109.22305447560944,-0.4447044759437383,8.48,0.4217321872711181,0.4491,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
2072,109.22868205734906,-0.4442569458664425,8.47,0.3411311507225036,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
2098,109.22375061439227,-0.4442946882019294,8.47,0.4337730407714844,0.5168,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
223,109.228768530576,-0.4441035189322742,8.45,0.4353532195091247,0.5257,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
903,109.2294921904056,-0.4427524361664912,8.45,0.4023756384849548,0.3406,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
1997,109.22411003926965,-0.4441642303861374,8.42,0.4603423476219177,0.6664,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
109,109.22817963397684,-0.4431048212434272,8.41,0.4643049836158752,0.6887,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
1414,109.2260868810537,-0.4434295342035434,8.41,0.3840391635894775,0.2381,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
2582,109.22647324113365,-0.4448129462308787,8.38,0.3658926486968994,0.1368,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
2127,109.22848187128352,-0.4443278957683652,8.36,0.425248920917511,0.4689,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
985,109.22343250522064,-0.442865489480759,8.35,0.3877737820148468,0.2589,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
238,109.2223585500825,-0.4442233530776631,8.35,0.4390257894992828,0.5463,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
178,109.22951696837268,-0.4437761913502493,8.35,0.4105412065982818,0.3864,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
1884,109.22411689873758,-0.4440153651463991,8.35,0.3759545087814331,0.1929,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
2673,109.22425544904328,-0.4448650851788986,8.33,0.4505195319652557,0.611,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
316,109.22431919985084,-0.444610881740496,8.32,0.4383649230003357,0.5426,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
1444,109.23104560809816,-0.4434650830897108,8.32,0.3515802919864654,0.0571,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
2192,109.2263391353644,-0.4444006664795518,8.31,0.4239130616188049,0.4614,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
204,109.2241669572998,-0.4439466694529541,8.31,0.4701073169708252,0.7214,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2746,109.22448972427696,-0.4449201081976487,8.3,0.4843672811985016,0.802,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
201,109.2227202892794,-0.4439257071232332,8.29,0.4431126415729522,0.5693,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
237,109.228818545601,-0.4442180442931654,8.28,0.5335315465927124,1.0,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
71,109.22950810860908,-0.4427707621280007,8.25,0.3957823514938354,0.3037,TM,TM_Dewasa,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
1736,109.22856615273784,-0.4438263479660124,8.25,0.4202339947223663,0.4407,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
292,109.22792454133292,-0.4444995310296717,8.24,0.5120887756347656,0.959,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
140,109.22608232521776,-0.4434570162535896,8.24,0.5413193106651306,1.0,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2375,109.22430100707496,-0.4445925552527704,8.23,0.3934889137744903,0.2909,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
1236,109.2301904064949,-0.4431808840651133,8.23,0.3738044202327728,0.1809,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
11,109.22326206128406,-0.442217305063447,8.22,0.4602260887622833,0.6657,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
213,109.22411690420364,-0.443992462547787,8.21,0.4351873993873596,0.5247,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
122,109.22931691510637,-0.4432883163720663,8.21,0.5139555931091309,0.9696,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2026,109.2238120516473,-0.4442030926903766,8.21,0.3905854523181915,0.2747,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
2363,109.22433285483108,-0.4445811116641133,8.21,0.4351653158664703,0.5246,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
100,109.22450381533297,-0.4430627103665097,8.2,0.3554959595203399,0.0789,TM,TM_Dewasa,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
206,109.22267024004348,-0.443955468366278,8.18,0.4696735143661499,0.719,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
37,109.23069102693847,-0.4423496371477309,8.18,0.5479587912559509,1.0,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
1439,109.23101831335904,-0.4434604959842302,8.16,0.4070693552494049,0.3669,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
398,109.22427591427028,-0.4448925732604185,8.16,0.4251888990402221,0.4685,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
7,109.2246586986814,-0.44219015842252,8.15,0.457987904548645,0.6531,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Normal,Moderate,Routine,False
1762,109.22419882307985,-0.4438596472756949,8.15,0.3517539501190185,0.058,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
2396,109.22470816351684,-0.444613266190752,8.14,0.4247730374336242,0.4662,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
258,109.22903915773011,-0.4443394816400398,8.14,0.5617547035217285,1.0,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
273,109.2263641537464,-0.4444121238426989,8.13,0.4558806717395782,0.6412,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
2537,109.2307882603006,-0.4447773448922186,8.11,0.4627917408943176,0.6802,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
1247,109.230276839433,-0.4431969367344063,8.11,0.3259263038635254,0.0,TM,TM_Muda,Critical,Kritis (Merah),Gali Parit Isolasi,AMEIV_C12,Suspect,Critical,Priority Survey,False
340,109.22484006719948,-0.4447209403892728,8.09,0.4483698606491089,0.5989,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
2749,109.22494692625328,-0.4449270897587127,8.09,0.4651505351066589,0.6935,TM,TM_Muda,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
2327,109.2241827376178,-0.4445421408884332,8.08,0.3756043314933777,0.191,TM,TM_Muda,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
62,109.22981066100664,-0.4426700631257462,8.07,0.3834309577941894,0.2347,TM,TM_Dewasa,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
138,109.23103651383964,-0.4434467587523575,8.07,0.4220232367515564,0.4508,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
1740,109.2241465117349,-0.4438367320268979,8.07,0.4414317607879638,0.5598,TM,TM_Muda,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
351,109.23109534002728,-0.4447705482054374,8.07,0.4158576726913452,0.4162,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Abnormal,Sub-Optimal,Monitor,False
194,109.22249738476086,-0.4438821382696424,8.06,0.4360161423683166,0.5294,TM,TM_Dewasa,Moderate,Perhatian (Kuning),Monitoring,AMEIV_C12,Normal,Moderate,Routine,False
404,109.2244806306271,-0.4448994936500352,8.06,0.5043739676475525,0.9153,TM,TM_Dewasa,Healthy,Sehat (Hijau),Rutin,AMEIV_C12,Healthy,Good,None,False
311,109.22259730096428,-0.4445852716871493,8.05,0.3881341814994812,0.261,TM,TM_Dewasa,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
212,109.22545667100698,-0.4439882059547823,8.05,0.3737548887729645,0.1806,TM,TM_Dewasa,Sub-Optimal,Sub-Optimal (Oranye),Inspeksi Lanjut,AMEIV_C12,Suspect,Critical,Priority Survey,False
